count	ckey	example_surface	example_path	top_book
1	القاسم بن محمد الجوهري عن علي بن ابي حمزه عن ابي بصير عن ابي عبد الله	القَاسِمِ بنِ مُحَمّدٍ الجوَهرَيِ ّ عَن عَلِيّ بنِ أَبِي حَمزَةَ عَن أَبِي بَصِيرٍ عَن أَبِي عَبدِ اللّهِ ع	books/al-istibsar/1/280/1.json	al-istibsar
1	احمد بن ابي عبد الله عن ابيه	أَحمَدُ بنُ أَبِي عَبدِ اللّهِ عَن أَبِيهِ	books/al-istibsar/1/280/3.json	al-istibsar
1	الشيخ رحمه الله عن ابي القاسم جعفر بن محمد بن قولويه عن محمد بن يعقوب الكليني عن محمد بن الحسن عن سهل بن زياد عن محمد بن سنان	أخَبرَنَيِ الشّيخُ رَحِمَهُ اللّهُ عَن أَبِي القَاسِمِ جَعفَرِ بنِ مُحَمّدِ بنِ قُولَوَيهِ عَن مُحَمّدِ بنِ يَعقُوبَ الكلُيَنيِ ّ عَن مُحَمّدِ بنِ الحَسَنِ عَن سَهلِ بنِ زِيَادٍ عَن مُحَمّدِ بنِ سِنَانٍ	books/al-istibsar/1/29/1.json	al-istibsar
1	ما رواهايوب بن الحر	ما رواهأيوب بن الحر	books/al-istibsar/1/29/4.json	al-istibsar
1	الحسين بن سعيد عن عثمان عن سماعه عن ابي بصير	الحُسَينِ بنِ سَعِيدٍ عَن عُثمَانَ عَن سَمَاعَةَ عَن أَبِي بَصِيرٍ	books/al-istibsar/1/29/7.json	al-istibsar
1	الحسين بن سعيد عن عثمان بن عيسي عن سماعه عن ابي عبد الله	الحُسَينِ بنِ سَعِيدٍ عَن عُثمَانَ بنِ عِيسَي عَن سَمَاعَةَ عَن أَبِي عَبدِ اللّهِ ع	books/al-istibsar/1/3/1.json	al-istibsar
1	الشيخ رحمه الله عن ابي القاسم جعفر بن محمد بن قولويه عن ابيه عن سعد بن عبد الله عن احمد بن محمد	أخَبرَنَيِ الشّيخُ رَحِمَهُ اللّهُ عَن أَبِي القَاسِمِ جَعفَرِ بنِ مُحَمّدِ بنِ قُولَوَيهِ عَن أَبِيهِ عَن سَعدِ بنِ عَبدِ اللّهِ عَن أَحمَدَ بنِ مُحَمّدٍ	books/al-istibsar/1/3/2.json	al-istibsar
1	عبد الرحمن بن ابي نجران عن حماد بن عيسي عن حريز بن عبد الله عن ابي عبد الله	عَبدِ الرّحمَنِ بنِ أَبِي نَجرَانَ عَن حَمّادِ بنِ عِيسَي عَن حَرِيزِ بنِ عَبدِ اللّهِ عَن أَبِي عَبدِ اللّهِ ع	books/al-istibsar/1/3/2.json	al-istibsar
1	الفضل بن شاذان عن صفوان بن يحيي عن سالم ابي الفضل عن ابي عبد الله	الفَضلِ بنِ شَاذَانَ عَن صَفوَانَ بنِ يَحيَي عَن سَالِمٍ أَبِي الفَضلِ عَن أَبِي عَبدِ اللّهِ ع	books/al-istibsar/1/30/1.json	al-istibsar
1	الصفار عن احمد بن محمد عن محمد بن سهل عن زكريا بن ادم	الصّفّارِ عَن أَحمَدَ بنِ مُحَمّدٍ عَن مُحَمّدِ بنِ سَهلٍ عَن زَكَرِيّا بنِ آدَمَ	books/al-istibsar/1/30/2.json	al-istibsar
1	ابن ابي عمير عن رهط سمعوه	ابنِ أَبِي عُمَيرٍ عَن رَهطٍ سَمِعُوهُ	books/al-istibsar/1/30/4.json	al-istibsar
1	محمد بن ابي عمير عن جميل بن دراج	مُحَمّدِ بنِ أَبِي عُمَيرٍ عَن جَمِيلِ بنِ دَرّاجٍ	books/al-istibsar/1/32/1.json	al-istibsar
1	حماد بن عثمان عن زراره عن ابي جعفر	حَمّادِ بنِ عُثمَانَ عَن زُرَارَةَ عَن أَبِي جَعفَرٍ ع	books/al-istibsar/1/32/1.json	al-istibsar
1	الحسين بن سعيد عن احمد بن محمد عن ابان بن عثمان عن ابي مريم	الحُسَينِ بنِ سَعِيدٍ عَن أَحمَدَ بنِ مُحَمّدٍ عَن أَبَانِ بنِ عُثمَانَ عَن أَبِي مَريَمَ	books/al-istibsar/1/32/2.json	al-istibsar
1	الحسين بن سعيد عن عثمان	الحُسَينُ بنُ سَعِيدٍ عَن عُثمَانَ	books/al-istibsar/1/32/4.json	al-istibsar
1	القاسم بن محمد عن ابان بن عثمان عن عبد الرحمن بن ابي عبد الله عن ابي عبد الله	القَاسِمِ بنِ مُحَمّدٍ عَن أَبَانِ بنِ عُثمَانَ عَن عَبدِ الرّحمَنِ بنِ أَبِي عَبدِ اللّهِ عَن أَبِي عَبدِ اللّهِ ع	books/al-istibsar/1/32/5.json	al-istibsar
1	الحسين بن عبيد الله عن احمد بن محمد عن ابيه عن محمد بن علي بن محبوب عن ابي عبد الله الرازي	أخَبرَنَيِ الحُسَينُ بنُ عُبَيدِ اللّهِ عَن أَحمَدَ بنِ مُحَمّدٍ عَن أَبِيهِ عَن مُحَمّدِ بنِ عَلِيّ بنِ مَحبُوبٍ عَن أَبِي عَبدِ اللّهِ الراّزيِ ّ	books/al-istibsar/1/33/1.json	al-istibsar
1	الحسن بن علي بن ابي حمزه عن سيف بن عميره عن عيسي بن عمر مولي الانصار انه سال ابا عبد الله	الحَسَنِ بنِ عَلِيّ بنِ أَبِي حَمزَةَ عَن سَيفِ بنِ عَمِيرَةَ عَن عِيسَي بنِ عُمَرَ مَولَي الأَنصَارِ أَنّهُ سَأَلَ أَبَا عَبدِ اللّهِ ع	books/al-istibsar/1/33/1.json	al-istibsar
1	الحسن بن علي عن احمد بن هلال عن محمد بن الوليد عن ابان بن عثمان عن عبد الرحمن بن ابي عبد الله عن ابي عبد الله	الحَسَنِ بنِ عَلِيّ عَن أَحمَدَ بنِ هِلَالٍ عَن مُحَمّدِ بنِ الوَلِيدِ عَن أَبَانِ بنِ عُثمَانَ عَن عَبدِ الرّحمَنِ بنِ أَبِي عَبدِ اللّهِ عَن أَبِي عَبدِ اللّهِ ع	books/al-istibsar/1/34/1.json	al-istibsar
1	الحسن بن علي بن فضال عن عبد الله بن بكير عن عمر بن حنظله	الحَسَنِ بنِ عَلِيّ بنِ فَضّالٍ عَن عَبدِ اللّهِ بنِ بُكَيرٍ عَن عُمَرَ بنِ حَنظَلَةَ	books/al-istibsar/1/35/1.json	al-istibsar
1	الهيثم بن ابي مسروق النهدي عن علي بن الحسين الطاطري	الهَيثَمِ بنِ أَبِي مَسرُوقٍ النهّديِ ّ عَن عَلِيّ بنِ الحُسَينِ الطاّطرَيِ ّ	books/al-istibsar/1/35/11.json	al-istibsar
1	ابن رباط عن بعض اصحابنا عن ابي عبد الله	ابنِ رِبَاطٍ عَن بَعضِ أَصحَابِنَا عَن أَبِي عَبدِ اللّهِ ع	books/al-istibsar/1/35/11.json	al-istibsar
1	ابن ابي عمير عن جميل بن صالح عن عبد الملك بن عمرو عن ابي عبد الله	ابنِ أَبِي عُمَيرٍ عَن جَمِيلِ بنِ صَالِحٍ عَن عَبدِ المَلِكِ بنِ عَمرٍو عَن أَبِي عَبدِ اللّهِ ع	books/al-istibsar/1/35/13.json	al-istibsar
1	الحسين بن سعيد عن صفوان عن اسحاق بن عمار عن ابي عبد الله	الحُسَينِ بنِ سَعِيدٍ عَن صَفوَانَ عَن إِسحَاقَ بنِ عَمّارٍ عَن أَبِي عَبدِ اللّهِ ع	books/al-istibsar/1/35/2.json	al-istibsar
1	الصفار عن احمد بن محمد بن عيسي عن ابيه	الصّفّارِ عَن أَحمَدَ بنِ مُحَمّدِ بنِ عِيسَي عَن أَبِيهِ	books/al-istibsar/1/35/3.json	al-istibsar
1	ابن اذينه عن زيد الشحام	ابنِ أُذَينَةَ عَن زَيدٍ الشّحّامِ	books/al-istibsar/1/35/3.json	al-istibsar
1	الوشاء عن ابان عن عنبسه	الوَشّاءِ عَن أَبَانٍ عَن عَنبَسَةَ	books/al-istibsar/1/35/4.json	al-istibsar
1	الصفار عن معاويه بن حكيم عن علي بن الحسن بن رباط	الصّفّارُ عَن مُعَاوِيَةَ بنِ حُكَيمٍ عَن عَلِيّ بنِ الحَسَنِ بنِ رِبَاطٍ	books/al-istibsar/1/35/9.json	al-istibsar
1	عنه عن احمد بن محمد عن ابيه عن محمد بن يحيي عن محمد بن علي بن محبوب عن احمد بن محمد	عَنهُ عَن أَحمَدَ بنِ مُحَمّدٍ عَن أَبِيهِ عَن مُحَمّدِ بنِ يَحيَي عَن مُحَمّدِ بنِ عَلِيّ بنِ مَحبُوبٍ عَن أَحمَدَ بنِ مُحَمّدٍ	books/al-istibsar/1/38/2.json	al-istibsar
1	الحسين بن الحسن اللولوي عن احمد بن محمد عن سعد بن ابي خلف	الحُسَينِ بنِ الحَسَنِ اللؤّلؤُيِ ّ عَن أَحمَدَ بنِ مُحَمّدٍ عَن سَعدِ بنِ أَبِي خَلَفٍ	books/al-istibsar/1/38/6.json	al-istibsar
1	الحسن بن علي عن احمد بن محمد	الحَسَنِ بنِ عَلِيّ عَن أَحمَدَ بنِ مُحَمّدٍ	books/al-istibsar/1/39/10.json	al-istibsar
1	الحسن بن النضر الارمني	الحَسَنِ بنِ النّضرِ الأرَمنَيِ ّ	books/al-istibsar/1/39/11.json	al-istibsar
1	ذلك علي بن محمد القاساني	روي ذلك علي بن محمد القاساني 	books/al-istibsar/1/39/12.json	al-istibsar
1	النضر بن سويد عن عاصم بن حميد	النّضرِ بنِ سُوَيدٍ عَن عَاصِمِ بنِ حُمَيدٍ	books/al-istibsar/1/39/4.json	al-istibsar
1	ابن سنان عن عنبسه بن مصعب	ابنِ سِنَانٍ عَن عَنبَسَةَ بنِ مُصعَبٍ	books/al-istibsar/1/4/2.json	al-istibsar
1	عنه عن حماد عن ربعي	عَنهُ عَن حَمّادٍ عَن ربِعيِ ّ	books/al-istibsar/1/4/3.json	al-istibsar
1	عنه عن حماد عن حريز	عَنهُ عَن حَمّادٍ عَن حَرِيزٍ	books/al-istibsar/1/4/4.json	al-istibsar
1	محمد بن علي بن محبوب عن علي بن الريان	مُحَمّدُ بنُ عَلِيّ بنِ مَحبُوبٍ عَن عَلِيّ بنِ الرّيّانِ	books/al-istibsar/1/4/5.json	al-istibsar
1	الحسن عن بعض اصحابه عن مسمع عن ابي عبد الله	الحَسَنِ عَن بَعضِ أَصحَابِهِ عَن مِسمَعٍ عَن أَبِي عَبدِ اللّهِ ع	books/al-istibsar/1/4/5.json	al-istibsar
1	بهذا الاسناد عن سعد بن عبد الله عن احمد بن محمد	بِهَذَا الإِسنَادِ عَن سَعدِ بنِ عَبدِ اللّهِ عَن أَحمَدَ بنِ مُحَمّدٍ	books/al-istibsar/1/40/3.json	al-istibsar
1	ما ذكرناه احمد بن محمد	روي ما ذكرناه أحمد بن محمد	books/al-istibsar/1/40/7.json	al-istibsar
1	ابن ابي عمير عن جعفر بن عثمان عن سماعه بن مهران عن ابي عبد الله	ابنِ أَبِي عُمَيرٍ عَن جَعفَرِ بنِ عُثمَانَ عَن سَمَاعَةَ بنِ مِهرَانَ عَن أَبِي عَبدِ اللّهِ ع	books/al-istibsar/1/40/8.json	al-istibsar
1	الحسين بن سعيد عن حماد بن عثمان عن اديم بن الحر	الحُسَينِ بنِ سَعِيدٍ عَن حَمّادِ بنِ عُثمَانَ عَن أُدَيمِ بنِ الحُرّ	books/al-istibsar/1/42/2.json	al-istibsar
1	الصفار عن محمد بن عبد الحميد الطايي	الصّفّارِ عَن مُحَمّدِ بنِ عَبدِ الحَمِيدِ الطاّئيِ ّ	books/al-istibsar/1/42/3.json	al-istibsar
1	الصفار عن احمد بن محمد عن شاذان عن يحيي بن ابي طلحه انه سال عبدا صالحا عن رجل مس فرج امراته او جاريته يعبث بها حتي انزلت ا عليها غسل ام لا	الصّفّارِ عَن أَحمَدَ بنِ مُحَمّدٍ عَن شَاذَانَ عَن يَحيَي بنِ أَبِي طَلحَةَ أَنّهُ سَأَلَ عَبداً صَالِحاً عَن رَجُلٍ مَسّ فَرجَ امرَأَتِهِ أَو جَارِيَتِهِ يَعبَثُ بِهَا حَتّي أَنزَلَت أَ عَلَيهَا غُسلٌ أَم لَا	books/al-istibsar/1/42/4.json	al-istibsar
1	احمد بن عبدون عن علي بن محمد بن الزبير عن علي بن الحسن بن فضال عن احمد بن الحسين بن عبد الملك الاودي	أخَبرَنَيِ أَحمَدُ بنُ عُبدُونٍ عَن عَلِيّ بنِ مُحَمّدِ بنِ الزّبَيرِ عَن عَلِيّ بنِ الحَسَنِ بنِ فَضّالٍ عَن أَحمَدَ بنِ الحُسَينِ بنِ عَبدِ المَلِكِ الأوَديِ ّ	books/al-istibsar/1/42/5.json	al-istibsar
1	الحسن بن محبوب عن معاويه بن عمار	الحَسَنِ بنِ مَحبُوبٍ عَن مُعَاوِيَةَ بنِ عَمّارٍ	books/al-istibsar/1/42/5.json	al-istibsar
1	الحسين بن سعيد عن فضاله عن حماد بن عثمان عن عمر بن يزيد	الحُسَينِ بنِ سَعِيدٍ عَن فَضَالَةَ عَن حَمّادِ بنِ عُثمَانَ عَن عُمَرَ بنِ يَزِيدَ	books/al-istibsar/1/42/6.json	al-istibsar
1	الشيخ رحمه الله عن ابي القاسم جعفر بن محمد عن محمد بن يعقوب عن محمد بن يحيي عن محمد بن الحسين عن صفوان بن يحيي	أخَبرَنَيِ الشّيخُ رَحِمَهُ اللّهُ عَن أَبِي القَاسِمِ جَعفَرِ بنِ مُحَمّدٍ عَن مُحَمّدِ بنِ يَعقُوبَ عَن مُحَمّدِ بنِ يَحيَي عَن مُحَمّدِ بنِ الحُسَينِ عَن صَفوَانَ بنِ يَحيَي	books/al-istibsar/1/43/1.json	al-istibsar
1	الحسن بن علي بن يقطين عن اخيه الحسين بن علي عن ابيه	الحَسَنِ بنِ عَلِيّ بنِ يَقطِينٍ عَن أَخِيهِ الحُسَينِ بنِ عَلِيّ عَن أَبِيهِ	books/al-istibsar/1/43/3.json	al-istibsar
1	العباس عن عبد الله بن المغيره عن معاويه بن عمار	العَبّاسِ عَن عَبدِ اللّهِ بنِ المُغِيرَةِ عَن مُعَاوِيَةَ بنِ عَمّارٍ	books/al-istibsar/1/43/6.json	al-istibsar
1	العباس عن عبد الله بن المغيره عن حريز عن عبد الله بن ابي يعفور عن ابي عبد الله	العَبّاسِ عَن عَبدِ اللّهِ بنِ المُغِيرَةِ عَن حَرِيزٍ عَن عَبدِ اللّهِ بنِ أَبِي يَعفُورٍ عَن أَبِي عَبدِ اللّهِ ع	books/al-istibsar/1/43/8.json	al-istibsar
1	الشيخ رحمه الله عن احمد بن محمد عن ابيه عن محمد بن يحيي	أخَبرَنَيِ الشّيخُ رَحِمَهُ اللّهِ عَن أَحمَدَ بنِ مُحَمّدٍ عَن أَبِيهِ عَن مُحَمّدِ بنِ يَحيَي	books/al-istibsar/1/46/1.json	al-istibsar
1	احمد بن ادريس جميعا عن محمد بن احمد بن يحيي عن احمد بن الحسن بن علي بن فضال عن عمرو بن سعيد المدايني عن مصدق بن صدقه عن عمار بن موسي عن ابي عبد الله	أَحمَدَ بنِ إِدرِيسَ جَمِيعاً عَن مُحَمّدِ بنِ أَحمَدَ بنِ يَحيَي عَن أَحمَدَ بنِ الحَسَنِ بنِ عَلِيّ بنِ فَضّالٍ عَن عَمرِو بنِ سَعِيدٍ المدَاَئنِيِ ّ عَن مُصَدّقِ بنِ صَدَقَةَ عَن عَمّارِ بنِ مُوسَي عَن أَبِي عَبدِ اللّهِ ع	books/al-istibsar/1/46/1.json	al-istibsar
